time,BH1x,BH1y,BH1z,BH2x,BH2y,BH2z
0.0,5.0,0.0,0,-5.0,-0.0,0
0.30404378230465184,4.999059697374081,0.0424455568808266,0,-4.999059697374081,-0.0424455568808266,0
0.6080875646093037,4.997759130985567,0.08487514713209894,0,-4.997759130985567,-0.08487514713209894,0
0.9121313469139556,4.996098504169992,0.12728571347554102,0,-4.996098504169992,-0.12728571347554102,0
1.2161751292186074,4.994078046203212,0.16967420093460467,0,-4.994078046203212,-0.16967420093460467,0
1.5202189115232592,4.991698012276973,0.21203755705452987,0,-4.991698012276973,-0.21203755705452987,0
1.8242626938279112,4.98895868347262,0.2543727321221557,0,-4.98895868347262,-0.2543727321221557,0
2.128306476132563,4.985860366732942,0.2966766793854675,0,-4.985860366732942,-0.2966766793854675,0
2.4323502584372148,4.982403394832151,0.33894635527286243,0,-4.982403394832151,-0.33894635527286243,0
2.7363940407418665,4.978588126344002,0.3811787196121199,0,-4.978588126344002,-0.3811787196121199,0
3.0404378230465183,4.9744149456080695,0.4233707358490594,0,-4.9744149456080695,-0.4233707358490594,0
3.34448160535117,4.969884262694153,0.46551937126587006,0,-4.969884262694153,-0.46551937126587006,0
3.6485253876558223,4.964996513364842,0.5076215971990985,0,-4.964996513364842,-0.5076215971990985,0
3.952569169960474,4.959752159036241,0.5496743892572753,0,-4.959752159036241,-0.5496743892572753,0
4.256612952265126,4.954151686736833,0.5916747275381684,0,-4.954151686736833,-0.5916747275381684,0
4.560656734569777,4.948195609064529,0.6336195968456458,0,-4.948195609064529,-0.6336195968456458,0
4.8647005168744295,4.941884464141853,0.6755059869061321,0,-4.941884464141853,-0.6755059869061321,0
5.168744299179082,4.9352188155693195,0.7173308925846429,0,-4.9352188155693195,-0.7173308925846429,0
5.472788081483733,4.928199252376968,0.7590913141003842,0,-4.928199252376968,-0.7590913141003842,0
5.776831863788385,4.920826388974084,0.8007842572418974,0,-4.920826388974084,-0.8007842572418974,0
6.080875646093037,4.913100865097085,0.8424067335817368,0,-4.913100865097085,-0.8424067335817368,0
6.384919428397689,4.905023345755605,0.8839557606906656,0,-4.905023345755605,-0.8839557606906656,0
6.68896321070234,4.89659452117677,0.9254283623513503,0,-4.89659452117677,-0.9254283623513503,0
6.9930069930069925,4.887815106747643,0.9668215687715441,0,-4.887815106747643,-0.9668215687715441,0
7.297050775311645,4.878685842955907,1.0081324167967394,0,-4.878685842955907,-1.0081324167967394,0
7.601094557616296,4.869207495328704,1.0493579501222756,0,-4.869207495328704,-1.0493579501222756,0
7.905138339920948,4.859380854369726,1.0904952195048896,0,-4.859380854369726,-1.0904952195048896,0
8.2091821222256,4.849206735494486,1.1315412829736882,0,-4.849206735494486,-1.1315412829736882,0
8.513225904530252,4.838685978963832,1.1724932060405335,0,-4.838685978963832,-1.1724932060405335,0
8.817269686834903,4.827819449815658,1.2133480619098231,0,-4.827819449815658,-1.2133480619098231,0
9.121313469139555,4.816608037794878,1.2541029316876475,0,-4.816608037794878,-1.2541029316876475,0
